№,Регион,Город,Улица,Дом,lat,lon,qc_geo,full_address
2347,Алтайский край,Барнаул,улица Сиреневая,13,53.338784,83.66119,2,"656067, Алтайский край, г Барнаул, Индустриальный р-н, ул Сиреневая, д 13"
2348,Алтайский край,Барнаул,улица Сиреневая,22,53.341226,83.661396,0,"656067, Алтайский край, г Барнаул, Индустриальный р-н, ул Сиреневая, д 22"
2349,Алтайский край,Барнаул,улица Сиреневая,26,53.339207,83.65977,0,"656067, Алтайский край, г Барнаул, Индустриальный р-н, ул Сиреневая, д 26"
2350,Алтайский край,Барнаул,улица Сиреневая,28,53.338698,83.658964,0,"656067, Алтайский край, г Барнаул, Индустриальный р-н, ул Сиреневая, д 28"
2351,Алтайский край,Барнаул,улица Сиреневая,30,53.338688,83.660707,0,"656067, Алтайский край, г Барнаул, Индустриальный р-н, ул Сиреневая, д 30"
2352,Алтайский край,Барнаул,улица Сиреневая,32,53.337629,83.660381,0,"656067, Алтайский край, г Барнаул, Индустриальный р-н, ул Сиреневая, д 32"
2353,Алтайский край,Барнаул,улица Сиреневая,52,53.334713,83.656724,0,"656067, Алтайский край, г Барнаул, Индустриальный р-н, ул Сиреневая, д 52"
2354,Алтайский край,Барнаул,улица Смирнова,1А,53.3656034,83.7411151,0,"656053, Алтайский край, г Барнаул, Железнодорожный р-н, ул Смирнова, д 1А"
2355,Алтайский край,Барнаул,улица Смирнова,46,53.370228,83.737552,0,"656010, Алтайский край, г Барнаул, Октябрьский р-н, ул Смирнова, д 46"
2356,Алтайский край,Барнаул,улица Смирнова,67,53.374857,83.731177,0,"656010, Алтайский край, г Барнаул, Октябрьский р-н, ул Смирнова, д 67"
2357,Алтайский край,Барнаул,улица Смирнова,79,53.377796,83.72902,0,"656010, Алтайский край, г Барнаул, Октябрьский р-н, ул Смирнова, д 79"
2358,Алтайский край,Барнаул,улица Смирнова,81,53.378548,83.728998,0,"656010, Алтайский край, г Барнаул, Октябрьский р-н, ул Смирнова, д 81"
2359,Алтайский край,Барнаул,улица Смирнова,83,53.3790937,83.7290116,1,"656010, Алтайский край, г Барнаул, Октябрьский р-н, ул Смирнова, д 83"
2360,Алтайский край,Барнаул,улица Смирнова,92,53.376762,83.729521,0,"656010, Алтайский край, г Барнаул, Октябрьский р-н, ул Смирнова, д 92"
2361,Алтайский край,Барнаул,улица Смольная,48,53.363236,83.789963,0,"656004, Алтайский край, г Барнаул, Октябрьский р-н, ул Смольная, д 48"
2362,Алтайский край,Барнаул,улица Смольная,50а,53.363632,83.7895,0,"656004, Алтайский край, г Барнаул, Октябрьский р-н, ул Смольная, д 50а"
2363,Алтайский край,Барнаул,улица Смольная,50,53.36299,83.78909,0,"656004, Алтайский край, г Барнаул, Октябрьский р-н, ул Смольная, д 50"
2364,Алтайский край,Барнаул,улица Смородиновая,20,53.345952,83.576802,0,"656048, Алтайский край, г Барнаул, Индустриальный р-н, ул Смородиновая, д 20"
2365,Алтайский край,Барнаул,улица Смородиновая,22,53.34571,83.576847,0,"656048, Алтайский край, г Барнаул, Индустриальный р-н, ул Смородиновая, д 22"
2366,Алтайский край,Барнаул,улица Советская,3,53.35424,83.777626,0,"656038, Алтайский край, г Барнаул, Октябрьский р-н, ул Советская, д 3"
2367,Алтайский край,Барнаул,улица Советская,3А,53.35416,83.77666,0,"656038, Алтайский край, г Барнаул, Октябрьский р-н, ул Советская, д 3А"
2368,Алтайский край,Барнаул,улица Советская,4,53.354797,83.77695,0,"656002, Алтайский край, г Барнаул, Октябрьский р-н, ул Советская, д 4"
2369,Алтайский край,Барнаул,улица Советская,5,53.354244,83.77548,0,"656038, Алтайский край, г Барнаул, Октябрьский р-н, ул Советская, д 5"
2370,Алтайский край,Барнаул,улица Советская,6,53.354633,83.77597,0,"656002, Алтайский край, г Барнаул, Октябрьский р-н, ул Советская, д 6"
2371,Алтайский край,Барнаул,улица Советская,6,53.354633,83.77597,0,"656002, Алтайский край, г Барнаул, Октябрьский р-н, ул Советская, д 6"
2372,Алтайский край,Барнаул,улица Советская,6,53.354633,83.77597,0,"656002, Алтайский край, г Барнаул, Октябрьский р-н, ул Советская, д 6"
2373,Алтайский край,Барнаул,улица Советская,7,53.354374,83.77428,0,"656015, Алтайский край, г Барнаул, Октябрьский р-н, ул Советская, д 7"
2374,Алтайский край,Барнаул,улица Советская,9,53.354443,83.77316,0,"656015, Алтайский край, г Барнаул, Октябрьский р-н, ул Советская, д 9"
2375,Алтайский край,Барнаул,улица Советская,10,53.354702,83.77435,0,"656002, Алтайский край, г Барнаул, Октябрьский р-н, ул Советская, д 10"
2376,Алтайский край,Барнаул,улица Советская,11,53.35397,83.772835,0,"656015, Алтайский край, г Барнаул, Октябрьский р-н, ул Советская, д 11"
2377,Алтайский край,Барнаул,улица Советская,12,53.35577,83.77442,0,"656002, Алтайский край, г Барнаул, Октябрьский р-н, ул Советская, д 12"
2378,Алтайский край,Барнаул,улица Советская,13,53.354498,83.772104,0,"656015, Алтайский край, г Барнаул, Октябрьский р-н, ул Советская, д 13"
2379,Алтайский край,Барнаул,улица Советская,14,53.3552,83.77381,0,"656002, Алтайский край, г Барнаул, Октябрьский р-н, ул Советская, д 14"
2380,Алтайский край,Барнаул,улица Советская,20,53.356068,83.772835,0,"656002, Алтайский край, г Барнаул, Октябрьский р-н, ул Советская, д 20"
2381,Алтайский край,Барнаул,улица Советская,22,53.35524,83.77291,0,"656002, Алтайский край, г Барнаул, Октябрьский р-н, ул Советская, д 22"
2382,Алтайский край,Барнаул,улица Советская,24,53.354805,83.77255,0,"656002, Алтайский край, г Барнаул, Октябрьский р-н, ул Советская, д 24"
2383,Алтайский край,Барнаул,улица Советская,28,53.354949,83.77126,0,"656002, Алтайский край, г Барнаул, Октябрьский р-н, ул Советская, д 28"
2384,Алтайский край,Барнаул,улица Советской Армии,34,53.3441195,83.7347264,1,"656039, Алтайский край, г Барнаул, Железнодорожный р-н, ул Советской Армии, д 34"
2385,Алтайский край,Барнаул,улица Советской Армии,40,53.345376,83.733396,0,"656039, Алтайский край, г Барнаул, Железнодорожный р-н, ул Советской Армии, д 40"
2386,Алтайский край,Барнаул,улица Советской Армии,42,53.34565,83.73318,0,"656039, Алтайский край, г Барнаул, Железнодорожный р-н, ул Советской Армии, д 42"
2387,Алтайский край,Барнаул,улица Советской Армии,44,53.345924,83.73284,0,"656039, Алтайский край, г Барнаул, Железнодорожный р-н, ул Советской Армии, д 44"
2388,Алтайский край,Барнаул,улица Советской Армии,48В,53.347237,83.732574,0,"656039, Алтайский край, г Барнаул, Железнодорожный р-н, ул Советской Армии, д 48в"
2389,Алтайский край,Барнаул,улица Советской Армии,48,53.34666,83.73206,0,"656039, Алтайский край, г Барнаул, Железнодорожный р-н, ул Советской Армии, д 48"
2390,Алтайский край,Барнаул,улица Советской Армии,50а,53.347668,83.73423,0,"656039, Алтайский край, г Барнаул, Железнодорожный р-н, ул Советской Армии, д 50А"
2391,Алтайский край,Барнаул,улица Советской Армии,50а,53.347668,83.73423,0,"656039, Алтайский край, г Барнаул, Железнодорожный р-н, ул Советской Армии, д 50А"
2392,Алтайский край,Барнаул,улица Советской Армии,50,53.347242,83.731402,0,"656039, Алтайский край, г Барнаул, Железнодорожный р-н, ул Советской Армии, д 50"
2393,Алтайский край,Барнаул,улица Советской Армии,60,53.348972,83.7316,0,"656039, Алтайский край, г Барнаул, Железнодорожный р-н, ул Советской Армии, д 60"
2394,Алтайский край,Барнаул,улица Советской Армии,60А,53.348446,83.73214,0,"656039, Алтайский край, г Барнаул, Железнодорожный р-н, ул Советской Армии, д 60А"
2395,Алтайский край,Барнаул,улица Советской Армии,71,53.345097,83.732749,0,"656039, Алтайский край, г Барнаул, Железнодорожный р-н, ул Советской Армии, д 71"
2396,Алтайский край,Барнаул,улица Советской Армии,75,53.3457766,83.7318411,0,"656039, Алтайский край, г Барнаул, Железнодорожный р-н, ул Советской Армии, д 75"
2397,Алтайский край,Барнаул,улица Советской Армии,75,53.3457766,83.7318411,0,"656039, Алтайский край, г Барнаул, Железнодорожный р-н, ул Советской Армии, д 75"
2398,Алтайский край,Барнаул,улица Советской Армии,121А,53.35096,83.72067,0,"656039, Алтайский край, г Барнаул, Железнодорожный р-н, ул Советской Армии, д 121А"
2399,Алтайский край,Барнаул,улица Советской Армии,121,53.3506365,83.7217469,0,"656039, Алтайский край, г Барнаул, Железнодорожный р-н, ул Советской Армии, д 121"
2400,Алтайский край,Барнаул,улица Советской Армии,131А,53.351715,83.716545,0,"656039, Алтайский край, г Барнаул, Железнодорожный р-н, ул Советской Армии, д 131А"
2401,Алтайский край,Барнаул,улица Советской Армии,133А,53.351955,83.71463,0,"656039, Алтайский край, г Барнаул, Железнодорожный р-н, ул Советской Армии, д 133А"
2402,Алтайский край,Барнаул,улица Советской Армии,133Б,53.352305,83.71569,0,"656039, Алтайский край, г Барнаул, Железнодорожный р-н, ул Советской Армии, д 133Б"
2403,Алтайский край,Барнаул,улица Советской Армии,142,53.355541,83.707138,0,"656039, Алтайский край, г Барнаул, ул Советской Армии, д 142"
2404,Алтайский край,Барнаул,улица Советской Армии,142А,53.35628,83.70774,0,"656039, Алтайский край, г Барнаул, ул Советской Армии, д 142А"
2405,Алтайский край,Барнаул,улица Советской Армии,144,53.355573,83.706213,0,"656039, Алтайский край, г Барнаул, ул Советской Армии, д 144"
2406,Алтайский край,Барнаул,улица Советской Армии,146,53.355976,83.70573,0,"656039, Алтайский край, г Барнаул, ул Советской Армии, д 146"
2407,Алтайский край,Барнаул,улица Советской Армии,148,53.356245,83.704946,0,"656039, Алтайский край, г Барнаул, ул Советской Армии, д 148"
2408,Алтайский край,Барнаул,улица Советской Армии,150,53.357094,83.70502,0,"656039, Алтайский край, г Барнаул, ул Советской Армии, д 150"
2409,Алтайский край,Барнаул,улица Советской Армии,152,53.357379,83.704102,0,"656039, Алтайский край, г Барнаул, ул Советской Армии, д 152"
2410,Алтайский край,Барнаул,улица Советской Армии,163А,53.35489,83.70658,0,"656039, Алтайский край, г Барнаул, ул Советской Армии, д 163А"
2411,Алтайский край,Барнаул,улица Солнечная Поляна,3,53.37419,83.6637,0,"656060, Алтайский край, г Барнаул, ул Солнечная Поляна, д 3"
2412,Алтайский край,Барнаул,улица Солнечная Поляна,5,53.3729672,83.6647971,0,"656060, Алтайский край, г Барнаул, ул Солнечная Поляна, д 5"
2413,Алтайский край,Барнаул,улица Солнечная Поляна,5,53.3729672,83.6647971,0,"656060, Алтайский край, г Барнаул, ул Солнечная Поляна, д 5"
2414,Алтайский край,Барнаул,улица Солнечная Поляна,7,53.372851,83.663234,0,"656060, Алтайский край, г Барнаул, ул Солнечная Поляна, д 7"
2415,Алтайский край,Барнаул,улица Солнечная Поляна,9,53.372307,83.66427,0,"656060, Алтайский край, г Барнаул, ул Солнечная Поляна, д 9"
2416,Алтайский край,Барнаул,улица Солнечная Поляна,13,53.370865,83.66427,0,"656060, Алтайский край, г Барнаул, ул Солнечная Поляна, д 13"
2417,Алтайский край,Барнаул,улица Солнечная Поляна,20Г,53.376825,83.663548,0,"656060, Алтайский край, г Барнаул, ул Солнечная Поляна, д 20Г"
2418,Алтайский край,Барнаул,улица Солнечная Поляна,21,53.369292,83.662339,0,"656060, Алтайский край, г Барнаул, ул Солнечная Поляна, д 21"
2419,Алтайский край,Барнаул,улица Солнечная Поляна,23А,53.366863,83.66297,0,"656060, Алтайский край, г Барнаул, ул Солнечная Поляна, д 23А"
2420,Алтайский край,Барнаул,улица Солнечная Поляна,23,53.364687,83.660543,2,"Алтайский край, г Барнаул, ул Солнечная Поляна, д 23"
2421,Алтайский край,Барнаул,улица Солнечная Поляна,25,53.36647,83.661636,0,"656060, Алтайский край, г Барнаул, ул Солнечная Поляна, д 25"
2422,Алтайский край,Барнаул,улица Солнечная Поляна,27,53.3656226,83.6629964,0,"656060, Алтайский край, г Барнаул, ул Солнечная Поляна, д 27"
2423,Алтайский край,Барнаул,улица Солнечная Поляна,27,53.3656226,83.6629964,0,"656060, Алтайский край, г Барнаул, ул Солнечная Поляна, д 27"
2424,Алтайский край,Барнаул,улица Солнечная Поляна,29,53.365407,83.661486,0,"656060, Алтайский край, г Барнаул, ул Солнечная Поляна, д 29"
2425,Алтайский край,Барнаул,улица Солнечная Поляна,31,53.36412,83.66118,0,"656060, Алтайский край, г Барнаул, ул Солнечная Поляна, д 31"
2426,Алтайский край,Барнаул,улица Солнечная Поляна,35,53.360209,83.660008,0,"656065, Алтайский край, г Барнаул, ул Солнечная Поляна, д 35"
2427,Алтайский край,Барнаул,улица Солнечная Поляна,37,53.359086,83.659792,0,"656065, Алтайский край, г Барнаул, ул Солнечная Поляна, д 37"
2428,Алтайский край,Барнаул,улица Солнечная Поляна,43,53.359958,83.661665,0,"656065, Алтайский край, г Барнаул, ул Солнечная Поляна, д 43"
2429,Алтайский край,Барнаул,улица Солнечная Поляна,45,53.360419,83.662973,0,"656065, Алтайский край, г Барнаул, ул Солнечная Поляна, д 45"
2430,Алтайский край,Барнаул,улица Солнечная Поляна,49,53.359222,83.66301,0,"656065, Алтайский край, г Барнаул, ул Солнечная Поляна, д 49"
2431,Алтайский край,Барнаул,улица Солнечная Поляна,67,53.355003,83.657691,0,"656065, Алтайский край, г Барнаул, ул Солнечная Поляна, д 67"
2432,Алтайский край,Барнаул,улица Солнечная Поляна,69,53.354047,83.657055,0,"656065, Алтайский край, г Барнаул, ул Солнечная Поляна, д 69"
2433,Алтайский край,Барнаул,улица Солнечная Поляна,75,53.351445,83.654559,0,"656070, Алтайский край, г Барнаул, ул Солнечная Поляна, д 75"
2434,Алтайский край,Барнаул,улица Солнечная Поляна,81,53.350643,83.653796,0,"656070, Алтайский край, г Барнаул, ул Солнечная Поляна, д 81"
2435,Алтайский край,Барнаул,улица Солнечная Поляна,85,53.349093,83.652453,0,"656070, Алтайский край, г Барнаул, ул Солнечная Поляна, д 85"
2436,Алтайский край,Барнаул,улица Солнечная Поляна,94,53.364687,83.660543,2,"Алтайский край, г Барнаул, ул Солнечная Поляна, д 94"
2437,Алтайский край,Барнаул,улица Солнечная Поляна,94,53.364687,83.660543,2,"Алтайский край, г Барнаул, ул Солнечная Поляна, д 94"
2438,Алтайский край,Барнаул,улица Солнечная Поляна,94,53.364687,83.660543,2,"Алтайский край, г Барнаул, ул Солнечная Поляна, д 94"
2439,Алтайский край,Барнаул,улица Солнечная Поляна,94,53.364687,83.660543,2,"Алтайский край, г Барнаул, ул Солнечная Поляна, д 94"
2440,Алтайский край,Барнаул,улица Солнечная Поляна,94,53.364687,83.660543,2,"Алтайский край, г Барнаул, ул Солнечная Поляна, д 94"
2441,Алтайский край,Барнаул,улица Солнечная Поляна,94,53.364687,83.660543,2,"Алтайский край, г Барнаул, ул Солнечная Поляна, д 94"
2442,Алтайский край,Барнаул,улица Солнечная Поляна,99,53.343984,83.649653,0,"656070, Алтайский край, г Барнаул, ул Солнечная Поляна, д 99"
2443,Алтайский край,Барнаул,улица Солнечная Поляна,99б,53.34386,83.650895,0,"656070, Алтайский край, г Барнаул, ул Солнечная Поляна, д 99б"
2444,Алтайский край,Барнаул,улица Солнечная Поляна,99а,53.344117,83.650334,0,"656070, Алтайский край, г Барнаул, ул Солнечная Поляна, д 99а"
2445,Алтайский край,Барнаул,улица Солнечная Поляна,103,53.343027,83.649916,0,"656070, Алтайский край, г Барнаул, ул Солнечная Поляна, д 103"
2446,Алтайский край,Барнаул,улица Солнечная Поляна,105,53.342436,83.650383,0,"656070, Алтайский край, г Барнаул, ул Солнечная Поляна, д 105"
2447,Алтайский край,Барнаул,улица Солнечная Поляна,111,53.342532,83.649296,0,"656070, Алтайский край, г Барнаул, ул Солнечная Поляна, д 111"
2448,Алтайский край,Барнаул,улица Солнечная Поляна/Энтузиастов,55/42,53.357911,83.659501,0,"656065, Алтайский край, г Барнаул, Индустриальный р-н, ул Солнечная Поляна/Энтузиастов, д 55/42"
2449,Алтайский край,Барнаул,улица Солнцева,7,53.360226,83.722786,0,"656050, Алтайский край, г Барнаул, Железнодорожный р-н, ул Солнцева, д 7"
2450,Алтайский край,Барнаул,улица Солнцева,9,53.361034,83.72002,0,"656050, Алтайский край, г Барнаул, Железнодорожный р-н, ул Солнцева, д 9"
2451,Алтайский край,Барнаул,улица Солнцева,11,53.36121,83.71927,0,"656050, Алтайский край, г Барнаул, Железнодорожный р-н, ул Солнцева, д 11"
2452,Алтайский край,Барнаул,улица Солнцева,13,53.36097,83.718056,0,"656050, Алтайский край, г Барнаул, Железнодорожный р-н, ул Солнцева, д 13"
2453,Алтайский край,Барнаул,улица Солнцева,15,53.361538,83.718574,0,"656050, Алтайский край, г Барнаул, Железнодорожный р-н, ул Солнцева, д 15"
2454,Алтайский край,Барнаул,улица Солнцева,17А,53.36329,83.71305,0,"656050, Алтайский край, г Барнаул, Железнодорожный р-н, ул Солнцева, д 17А"
2455,Алтайский край,Барнаул,проспект Социалистический,28,53.333828,83.787169,0,"656043, Алтайский край, г Барнаул, Центральный р-н, Социалистический пр-кт, д 28"
2456,Алтайский край,Барнаул,проспект Социалистический,32,53.334717,83.7864,0,"656043, Алтайский край, г Барнаул, Центральный р-н, Социалистический пр-кт, д 32"
2457,Алтайский край,Барнаул,проспект Социалистический,38,53.336025,83.78492,0,"656043, Алтайский край, г Барнаул, Центральный р-н, Социалистический пр-кт, д 38"
2458,Алтайский край,Барнаул,проспект Социалистический,42,53.336937,83.78382,0,"656043, Алтайский край, г Барнаул, Центральный р-н, Социалистический пр-кт, д 42"
2459,Алтайский край,Барнаул,проспект Социалистический,54,53.339258,83.781258,0,"656049, Алтайский край, г Барнаул, Центральный р-н, Социалистический пр-кт, д 54"
2460,Алтайский край,Барнаул,проспект Социалистический,59,53.33893,83.780234,0,"656049, Алтайский край, г Барнаул, Центральный р-н, Социалистический пр-кт, д 59"
2461,Алтайский край,Барнаул,проспект Социалистический,63,53.339656,83.778608,0,"656049, Алтайский край, г Барнаул, Центральный р-н, Социалистический пр-кт, д 63"
2462,Алтайский край,Барнаул,проспект Социалистический,64,53.341027,83.779048,0,"656049, Алтайский край, г Барнаул, Центральный р-н, Социалистический пр-кт, д 64"
2463,Алтайский край,Барнаул,проспект Социалистический,66,53.341769,83.779201,0,"656049, Алтайский край, г Барнаул, Центральный р-н, Социалистический пр-кт, д 66"
2464,Алтайский край,Барнаул,проспект Социалистический,69,53.34092,83.778033,0,"656049, Алтайский край, г Барнаул, Центральный р-н, Социалистический пр-кт, д 69"
2465,Алтайский край,Барнаул,проспект Социалистический,76А,53.342915,83.77781,0,"656049, Алтайский край, г Барнаул, Центральный р-н, Социалистический пр-кт, д 76А"
2466,Алтайский край,Барнаул,проспект Социалистический,76Б,53.34349,83.777214,0,"656049, Алтайский край, г Барнаул, Центральный р-н, Социалистический пр-кт, д 76Б"
2467,Алтайский край,Барнаул,проспект Социалистический,76,53.342828,83.776982,0,"656049, Алтайский край, г Барнаул, Центральный р-н, Социалистический пр-кт, д 76"
2468,Алтайский край,Барнаул,проспект Социалистический,78,53.343522,83.776282,0,"656049, Алтайский край, г Барнаул, Центральный р-н, Социалистический пр-кт, д 78"
2469,Алтайский край,Барнаул,проспект Социалистический,85,53.342323,83.776488,0,"656049, Алтайский край, г Барнаул, Центральный р-н, Социалистический пр-кт, д 85"
2470,Алтайский край,Барнаул,проспект Социалистический,105,53.347484,83.77011,0,"656015, Алтайский край, г Барнаул, Железнодорожный р-н, Социалистический пр-кт, д 105"
2471,Алтайский край,Барнаул,проспект Социалистический,107,53.347704,83.769248,0,"656015, Алтайский край, г Барнаул, Железнодорожный р-н, Социалистический пр-кт, д 107"
2472,Алтайский край,Барнаул,проспект Социалистический,112,53.3484,83.771355,0,"656015, Алтайский край, г Барнаул, Железнодорожный р-н, Социалистический пр-кт, д 112"
2473,Алтайский край,Барнаул,проспект Социалистический,114,53.347664,83.771416,0,"656015, Алтайский край, г Барнаул, Железнодорожный р-н, Социалистический пр-кт, д 114"
2474,Алтайский край,Барнаул,проспект Социалистический,115,53.348424,83.766184,0,"656015, Алтайский край, г Барнаул, Железнодорожный р-н, Социалистический пр-кт, д 115"
2475,Алтайский край,Барнаул,проспект Социалистический,117,53.348675,83.76514,0,"656015, Алтайский край, г Барнаул, Железнодорожный р-н, Социалистический пр-кт, д 117"
2476,Алтайский край,Барнаул,проспект Социалистический,118,53.348822,83.769535,0,"656015, Алтайский край, г Барнаул, Железнодорожный р-н, Социалистический пр-кт, д 118"
2477,Алтайский край,Барнаул,проспект Социалистический,119,53.348934,83.76419,0,"656015, Алтайский край, г Барнаул, Железнодорожный р-н, Социалистический пр-кт, д 119"
2478,Алтайский край,Барнаул,проспект Социалистический,120,53.349091,83.768817,0,"656015, Алтайский край, г Барнаул, Железнодорожный р-н, Социалистический пр-кт, д 120"
2479,Алтайский край,Барнаул,проспект Социалистический,124,53.348366,83.768875,0,"656015, Алтайский край, г Барнаул, Железнодорожный р-н, Социалистический пр-кт, д 124"
2480,Алтайский край,Барнаул,проспект Социалистический,128А,53.350197,83.765884,0,"656015, Алтайский край, г Барнаул, Железнодорожный р-н, Социалистический пр-кт, д 128А"
2481,Алтайский край,Барнаул,проспект Социалистический,128,53.349342,83.76532,0,"656015, Алтайский край, г Барнаул, Железнодорожный р-н, Социалистический пр-кт, д 128"
2482,Алтайский край,Барнаул,проспект Социалистический,130,53.349804,83.763565,0,"656015, Алтайский край, г Барнаул, Железнодорожный р-н, Социалистический пр-кт, д 130"
2483,Алтайский край,Барнаул,улица Союза Республик,1,53.354004,83.783529,0,"656038, Алтайский край, г Барнаул, Октябрьский р-н, ул Союза Республик, д 1"
2484,Алтайский край,Барнаул,улица Союза Республик,3,53.353891,83.783118,0,"656038, Алтайский край, г Барнаул, Октябрьский р-н, ул Союза Республик, д 3"
2485,Алтайский край,Барнаул,улица Союза Республик,12,53.353783,83.781374,0,"656038, Алтайский край, г Барнаул, Октябрьский р-н, ул Союза Республик, д 12"
2486,Алтайский край,Барнаул,улица Союза Республик,13,53.352594,83.780895,1,"656038, Алтайский край, г Барнаул, Октябрьский р-н, ул Союза Республик, д 13"
2487,Алтайский край,Барнаул,улица Союза Республик,14,53.353626,83.780754,0,"656038, Алтайский край, г Барнаул, Октябрьский р-н, ул Союза Республик, д 14"
2488,Алтайский край,Барнаул,улица Союза Республик,17,53.352454,83.779556,0,"656038, Алтайский край, г Барнаул, Октябрьский р-н, ул Союза Республик, д 17"
2489,Алтайский край,Барнаул,улица Союза Республик,21,53.351997,83.77818,0,"656038, Алтайский край, г Барнаул, Октябрьский р-н, ул Союза Республик, д 21"
2490,Алтайский край,Барнаул,улица Союза Республик,23,53.351704,83.777581,0,"656038, Алтайский край, г Барнаул, Октябрьский р-н, ул Союза Республик, д 23"
2491,Алтайский край,Барнаул,улица Союза Республик,23А,53.351262,83.777784,0,"656038, Алтайский край, г Барнаул, Октябрьский р-н, ул Союза Республик, д 23А"
2492,Алтайский край,Барнаул,улица Союза Республик,25,53.351309,83.776919,0,"656038, Алтайский край, г Барнаул, Октябрьский р-н, ул Союза Республик, д 25"
2493,Алтайский край,Барнаул,улица Союза Республик,27А,53.350653,83.777368,0,"656038, Алтайский край, г Барнаул, Октябрьский р-н, ул Союза Республик, д 27А"
2494,Алтайский край,Барнаул,улица Союза Республик,30,53.352545,83.778555,0,"656038, Алтайский край, г Барнаул, Октябрьский р-н, ул Союза Республик, д 30"
2495,Алтайский край,Барнаул,улица Союза Республик,31,53.349705,83.77236,0,"656015, Алтайский край, г Барнаул, Железнодорожный р-н, ул Союза Республик, д 31"
2496,Алтайский край,Барнаул,улица Союза Республик,33,53.349335,83.77261,0,"656015, Алтайский край, г Барнаул, Железнодорожный р-н, ул Союза Республик, д 33"
2497,Алтайский край,Барнаул,улица Союза Республик,34,53.352149,83.777449,0,"656038, Алтайский край, г Барнаул, Октябрьский р-н, ул Союза Республик, д 34"
2498,Алтайский край,Барнаул,улица Союза Республик,35,53.349228,83.771928,0,"656015, Алтайский край, г Барнаул, Железнодорожный р-н, ул Союза Республик, д 35"
2499,Алтайский край,Барнаул,улица Союза Республик,38,53.351337,83.77538,0,"656015, Алтайский край, г Барнаул, Октябрьский р-н, ул Союза Республик, д 38"
2500,Алтайский край,Барнаул,улица Союза Республик,44,53.350258,83.77275,0,"656015, Алтайский край, г Барнаул, Железнодорожный р-н, ул Союза Республик, д 44"
2501,Алтайский край,Барнаул,улица Союза Республик,46,53.3498124,83.7716243,1,"656015, Алтайский край, г Барнаул, Железнодорожный р-н, ул Союза Республик, д 46"
2502,Алтайский край,Барнаул,Стартовый переулок,3,53.297714,83.80284,0,"656909, Алтайский край, г Барнаул, Центральный р-н, Стартовый пер, д 3"
2503,Алтайский край,Барнаул,Стартовый переулок,5,53.29778,83.803474,0,"656909, Алтайский край, г Барнаул, Центральный р-н, Стартовый пер, д 5"
2504,Алтайский край,Барнаул,улица Степная 1-я,4,53.38013,83.792786,0,"656012, Алтайский край, г Барнаул, Октябрьский р-н, ул Степная 1-я, д 4"
2505,Алтайский край,Барнаул,проспект Строителей,3,53.353813,83.768932,0,"656015, Алтайский край, г Барнаул, Железнодорожный р-н, пр-кт Строителей, д 3"
2506,Алтайский край,Барнаул,проспект Строителей,4,53.354364,83.768601,0,"656002, Алтайский край, г Барнаул, Железнодорожный р-н, пр-кт Строителей, д 4"
2507,Алтайский край,Барнаул,проспект Строителей,4А,53.354557,83.768005,0,"656002, Алтайский край, г Барнаул, Железнодорожный р-н, пр-кт Строителей, д 4А"
2508,Алтайский край,Барнаул,проспект Строителей,6,53.353867,83.76753,0,"656015, Алтайский край, г Барнаул, Железнодорожный р-н, пр-кт Строителей, д 6"
2509,Алтайский край,Барнаул,проспект Строителей,7,53.353262,83.767882,0,"656015, Алтайский край, г Барнаул, Железнодорожный р-н, пр-кт Строителей, д 7"
2510,Алтайский край,Барнаул,проспект Строителей,8,53.35334,83.766464,0,"656015, Алтайский край, г Барнаул, Железнодорожный р-н, пр-кт Строителей, д 8"
2511,Алтайский край,Барнаул,проспект Строителей,9,53.352977,83.767146,0,"656015, Алтайский край, г Барнаул, Железнодорожный р-н, пр-кт Строителей, д 9"
2512,Алтайский край,Барнаул,проспект Строителей,10,53.352807,83.765385,0,"656015, Алтайский край, г Барнаул, Железнодорожный р-н, пр-кт Строителей, д 10"
2513,Алтайский край,Барнаул,проспект Строителей,11,53.352706,83.766649,0,"656015, Алтайский край, г Барнаул, Железнодорожный р-н, пр-кт Строителей, д 11"
2514,Алтайский край,Барнаул,проспект Строителей,11А,53.352135,83.76686,0,"656015, Алтайский край, г Барнаул, Железнодорожный р-н, пр-кт Строителей, д 11А"
2515,Алтайский край,Барнаул,проспект Строителей,12,53.352966,83.764404,0,"656015, Алтайский край, г Барнаул, Железнодорожный р-н, пр-кт Строителей, д 12"
2516,Алтайский край,Барнаул,проспект Строителей,13,53.35239,83.76593,0,"656015, Алтайский край, г Барнаул, Железнодорожный р-н, пр-кт Строителей, д 13"
2517,Алтайский край,Барнаул,проспект Строителей,15,53.352159,83.765504,0,"656015, Алтайский край, г Барнаул, Железнодорожный р-н, пр-кт Строителей, д 15"
2518,Алтайский край,Барнаул,проспект Строителей,17,53.351814,83.76595,0,"656015, Алтайский край, г Барнаул, Железнодорожный р-н, пр-кт Строителей, д 17"
2519,Алтайский край,Барнаул,проспект Строителей,18,53.35229,83.76024,0,"656015, Алтайский край, г Барнаул, Железнодорожный р-н, пр-кт Строителей, д 18"
2520,Алтайский край,Барнаул,проспект Строителей,18,53.35229,83.76024,0,"656015, Алтайский край, г Барнаул, Железнодорожный р-н, пр-кт Строителей, д 18"
2521,Алтайский край,Барнаул,проспект Строителей,19,53.351532,83.76546,0,"656015, Алтайский край, г Барнаул, Железнодорожный р-н, пр-кт Строителей, д 19"
